Year,TWDBSurveyNo,PermitHolder,Latitude,Longitude,SourceType,UseType,SS_Pur,County,AquiferName,SurfaceWaterSource,SellerName,NAICS,Saline,Estimated,Volume,RelatedtoCOG
2016,915954,WALLACH CONCRETE INC,NA,NA,Groundwater,Industrial,Pur,ANDREWS,OGALLALA AQUIFER,NA,CITY OF ANDREWS,327320,No,Yes,2015000,No
2006,133360,CAPROCK WSC,NA,NA,Surface,Municipal,Pur,GARZA,NA,WHITE RIVER LAKE/RESERVOIR,CITY OF POST,NA,NA,NA,2014000,No
2007,343600,TYCO FIRE AND BUILDING PRODUCTS,NA,NA,Surface,Industrial,Ss,LUBBOCK,NA,BRAZOS RUN OF RIVER,NA,314999,No,No,2012000,No
1991,573650,REGENCY ENERGY PARTNERS-WAHA PLANT,NA,NA,Groundwater,Industrial,SS,PECOS,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,211112,No,No,2011000,Maybe
2016,813400,GCC  PERMIAN LLC-ODESSA PLANT,NA,NA,Groundwater,Industrial,SS,ECTOR,TRINITY AQUIFER,NA,NA,327320,No,No,2010798,No
2015,804158,INGRAM CONCRETE LLC-SNYDER PLT,NA,NA,Surface,Industrial,Pur,SCURRY,NA,J B THOMAS LAKE/RESERVOIR,CITY OF SNYDER,327320,No,No,2010200,No
1989,143470,INGRAM ENTERPRISES LP-LUBBOCK NORTH PLANTS,NA,NA,Groundwater,Industrial,Pur,LUBBOCK,OGALLALA AQUIFER,NA,CITY OF LUBBOCK-WATER TREATMENT PLANT,327320,No,No,2010000,No
1992,565840,MIDLAND REPORTER TELEGRAM,NA,NA,Groundwater,Industrial,Pur,MIDLAND,OGALLALA AQUIFER,NA,CITY OF MIDLAND-UTILITIES DEPARTMENT,511110,No,No,2010000,No
1991,684700,COUNTY SERVICES INC,NA,NA,Groundwater,Industrial,SS,HALE,OGALLALA AQUIFER,NA,NA,311613,No,No,2010000,No
1992,684700,COUNTY SERVICES INC,NA,NA,Groundwater,Industrial,SS,HALE,OGALLALA AQUIFER,NA,NA,311613,No,No,2010000,No
1994,684700,COUNTY SERVICES INC,NA,NA,Groundwater,Industrial,SS,HALE,OGALLALA AQUIFER,NA,NA,311613,No,No,2010000,No
1995,684700,COUNTY SERVICES INC,NA,NA,Groundwater,Industrial,SS,HALE,OGALLALA AQUIFER,NA,NA,311613,No,No,2010000,No
1983,331971,GOOCH PACKING COMPANY,NA,NA,Groundwater,Industrial,Pur,MIDLAND,OGALLALA AQUIFER,NA,CITY OF MIDLAND-UTILITIES DEPARTMENT,311611,No,No,2009000,No
1986,518200,INGRAM CONCRETE,NA,NA,Groundwater,Industrial,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,327320,No,No,2008590,No
1994,761205,SAFE TIRE DISPOSAL CORPORATION-PENWELL PLANT,NA,NA,Groundwater,Industrial,Pur,ECTOR,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,CAPITAN ENTERPRISES INC,313320,No,No,2006886,No
1995,761205,SAFE TIRE DISPOSAL CORPORATION-PENWELL PLANT,NA,NA,Groundwater,Industrial,Pur,ECTOR,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,CAPITAN ENTERPRISES INC,313320,No,No,2006886,No
1980,868480,TIPPERARY CORPORATION-CLAYTONVILLE GASOLINE PLANT,NA,NA,Surface,Industrial,Pur,COKE,NA,OAK CREEK LAKE/RESERVOIR,UNKNOWN,211112,No,No,2005440,Maybe
2008,146150,CHAMPION TECHNOLOGIES INC-ODESSA PLANT,NA,NA,Surface,Industrial,Pur,ECTOR,NA,J B THOMAS LAKE/RESERVOIR,CITY OF ODESSA,311942,No,No,2005000,No
1994,398970,HTC INDUSTRIES INC,NA,NA,Surface,Industrial,Pur,TOM GREEN,NA,NASWORTHY LAKE/RESERVOIR,CITY OF SAN ANGELO,311613,No,No,2005000,No
2018,1104261,INVENERGY-ECTOR COUNTY ENERGY CENTER-GOLDSMITH PEAKING FACILITY,NA,NA,Groundwater,Industrial,Pur,ECTOR,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,2W WHATLEY RANCH,221112,No,No,2003420,No
1990,573650,REGENCY ENERGY PARTNERS-WAHA PLANT,NA,NA,Groundwater,Industrial,SS,PECOS,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,211112,No,No,2003000,Maybe
1993,573650,REGENCY ENERGY PARTNERS-WAHA PLANT,NA,NA,Groundwater,Industrial,SS,PECOS,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,211130,No,No,2003000,Yes
1991,177315,CONCHO RURAL WATER CORPORATION-THE OAKS SYSTEM,NA,NA,Groundwater,Municipal,SS,TOM GREEN,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,2001600,No
1982,611525,NOTREES WATER SYSTEM,NA,NA,Groundwater,Municipal,Pur,ECTOR,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,CAPITAN ENTERPRISES INC,NA,NA,NA,2000000,No
2012,915954,WALLACH CONCRETE INC,NA,NA,Groundwater,Industrial,Pur,ANDREWS,OGALLALA AQUIFER,NA,CITY OF ANDREWS,327320,No,No,2000000,No
1980,795405,SIERRA BLANCA COUNTRY CLUB,NA,NA,Groundwater,Municipal,Pur,HUDSPETH,WEST TEXAS BOLSON AQUIFER,NA,HUDSPETH COUNTY WCID 1,NA,NA,NA,2000000,No
1986,819950,CITY OF SPOFFORD,NA,NA,Groundwater,Municipal,SS,KINNEY,OTHER AQUIFER,NA,NA,NA,NA,NA,2000000,No
1990,830158,SUNNYVALE ESTATES,NA,NA,Groundwater,Municipal,SS,ECTOR,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,2000000,No
1991,304015,FREEDOM MHP,NA,NA,Groundwater,Municipal,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,NA,NA,NA,2000000,No
2015,322970,TEXAS TURBINE,NA,NA,Surface,Industrial,Pur,LUBBOCK,NA,MEREDITH LAKE/RESERVOIR,CITY OF SLATON,331511,No,No,1998500,No
2018,146150,CHAMPION TECHNOLOGIES INC-ODESSA PLANT,NA,NA,Groundwater,Industrial,SS,ECTOR,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,325199,No,No,1995826,No
1994,813400,CEMEX CONSTRUCTION MATERIALS SOUTH LLC,NA,NA,Groundwater,Industrial,SS,ECTOR,DOCKUM AQUIFER,NA,NA,327310,No,No,1995100,No
2018,683840,PYCO INDUSTRIES INC-AVE A FACILITY,NA,NA,Groundwater,Industrial,Pur,LUBBOCK,OGALLALA AQUIFER,NA,CITY OF LUBBOCK-WATER TREATMENT PLANT,311224,No,No,1995000,No
2011,889525,U S DEPT OF INTERIOR-PANTHER JUNCTION SYSTEM,29.3071232,-103.1825256,Groundwater,Municipal,SS,BREWSTER,OTHER AQUIFER,NA,NA,NA,No,No,1990850,No
2004,565840,MIDLAND REPORTER TELEGRAM,NA,NA,Groundwater,Industrial,Pur,MIDLAND,OGALLALA AQUIFER,NA,CITY OF MIDLAND-UTILITIES DEPARTMENT,511110,No,No,1988000,No
1984,889290,U S AIR FORCE-REESE AFB CES/CEV,NA,NA,Groundwater,Municipal,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,NA,NA,NA,1988000,No
1990,825805,STOCKTON FEED LLC,NA,NA,Groundwater,Industrial,SS,PECOS,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,311119,No,No,1987000,No
1993,618160,OAKMONT VILLAGE SADDLE MOUNTAIN WSC,NA,NA,Groundwater,Municipal,SS,REAL,OTHER AQUIFER,NA,NA,NA,NA,NA,1986800,No
1989,573650,REGENCY ENERGY PARTNERS-WAHA PLANT,NA,NA,Groundwater,Industrial,SS,PECOS,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,211112,No,No,1986200,Maybe
1988,573650,REGENCY ENERGY PARTNERS-WAHA PLANT,NA,NA,Groundwater,Industrial,SS,PECOS,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,211112,No,No,1985994,Maybe
1994,573650,REGENCY ENERGY PARTNERS-WAHA PLANT,NA,NA,Groundwater,Industrial,SS,PECOS,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,211130,No,No,1985994,Yes
1986,341300,GRASSLAND WSC,NA,NA,Groundwater,Municipal,SS,LYNN,OGALLALA AQUIFER,NA,NA,NA,NA,NA,1985280,No
1983,148150,KINDER MORGAN-WINK WEST STATION,NA,NA,Groundwater,Industrial,SS,WINKLER,DOCKUM AQUIFER,NA,NA,486110,No,No,1984710,No
1983,608500,TRANSWESTERN PIPELINE COMPANY-NORTHERN KERMIT TREATING PLANT,NA,NA,Groundwater,Industrial,SS,WINKLER,DOCKUM AQUIFER,NA,NA,486210,No,No,1984584,No
1996,488820,WEATHERFORD CPS,NA,NA,Groundwater,Industrial,Pur,MIDLAND,OGALLALA AQUIFER,NA,CITY OF MIDLAND-UTILITIES DEPARTMENT,424610,No,No,1984000,No
1984,148150,KINDER MORGAN-WINK WEST STATION,NA,NA,Groundwater,Industrial,SS,WINKLER,DOCKUM AQUIFER,NA,NA,486110,No,No,1984000,No
1985,179320,CONCHO RURAL WATER CORPORATION-WATER VALLEY SYSTEM,NA,NA,Groundwater,Municipal,SS,TOM GREEN,LIPAN AQUIFER,NA,NA,NA,NA,NA,1982900,No
1988,656569,CHANCE PROPERTIES COMPANY,NA,NA,Groundwater,Industrial,SS,WINKLER,PECOS AQUIFER,NA,NA,211112,No,No,1982418,Maybe
2011,915954,WALLACH CONCRETE INC,NA,NA,Groundwater,Industrial,Pur,ANDREWS,OGALLALA AQUIFER,NA,CITY OF ANDREWS,327320,No,No,1981000,No
2005,622000,CITY OF ODONNELL,NA,NA,Groundwater,Municipal,SS,LYNN,OGALLALA AQUIFER,NA,NA,NA,NA,NA,1980628,No
2014,886800,CHEVRON MIDCONDOLLARHIDE UNIT,NA,NA,Groundwater,Industrial,SS,ANDREWS,DOCKUM AQUIFER,NA,NA,211120,No,No,1980594,Yes
1997,813400,CEMEX CONSTRUCTION MATERIALS SOUTH LLC,NA,NA,Groundwater,Industrial,SS,ECTOR,DOCKUM AQUIFER,NA,NA,327310,No,No,1980400,No
1988,764193,SAN ANGELO STANDARD TIMES,NA,NA,Surface,Industrial,Pur,TOM GREEN,NA,NASWORTHY LAKE/RESERVOIR,CITY OF SAN ANGELO,511110,No,No,1980000,No
1995,813400,CEMEX CONSTRUCTION MATERIALS SOUTH LLC,NA,NA,Groundwater,Industrial,SS,ECTOR,DOCKUM AQUIFER,NA,NA,327310,No,No,1978800,No
1996,813400,CEMEX CONSTRUCTION MATERIALS SOUTH LLC,NA,NA,Groundwater,Industrial,SS,ECTOR,DOCKUM AQUIFER,NA,NA,327310,No,No,1978500,No
2018,656565,KEY ENERGY SERVICES INC-LAMESA BRINE STATION,NA,NA,Groundwater,Industrial,SS,DAWSON,OGALLALA AQUIFER,NA,NA,213112,No,No,1978200,Yes
1998,565840,MIDLAND REPORTER TELEGRAM,NA,NA,Groundwater,Industrial,Pur,MIDLAND,OGALLALA AQUIFER,NA,CITY OF MIDLAND-UTILITIES DEPARTMENT,511110,No,No,1978000,No
1991,656569,CHANCE PROPERTIES COMPANY,NA,NA,Groundwater,Industrial,SS,WINKLER,PECOS AQUIFER,NA,NA,211112,No,No,1975200,Maybe
2007,235600,DOUGHERTY WATER WORKS,NA,NA,Groundwater,Municipal,SS,FLOYD,OGALLALA AQUIFER,NA,NA,NA,NA,NA,1974160,No
1982,806680,UNIMIN CORPORATION-VAN HORN PLANT,NA,NA,Groundwater,Industrial,Pur,HUDSPETH,WEST TEXAS BOLSON AQUIFER,NA,HUDSPETH COUNTY WCID 1,212324,No,No,1974100,No
2017,954405,WOLFFORTH PLACE,33.5053902,-101.999527,Groundwater,Municipal,SS,LUBBOCK,EDWARDS-TRINITY-HIGH PLAINS AQUIFER,NA,NA,NA,No,No,1974000,No
1989,295750,FORTT JACKSON MOBILE ESTATES,NA,NA,Groundwater,Municipal,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,NA,NA,NA,1971600,No
1998,835600,SWENSON WSC,NA,NA,Groundwater,Municipal,SS,STONEWALL,SEYMOUR AQUIFER,NA,NA,NA,NA,NA,1971560,No
1983,265375,EL PASO NATURAL GAS COMPANY-VEALMOOR PLANT,NA,NA,Groundwater,Industrial,Pur,BORDEN,OTHER AQUIFER,NA,TEXACO NORTH AMERICA,486210,No,No,1970364,No
1981,868480,TIPPERARY CORPORATION-CLAYTONVILLE GASOLINE PLANT,NA,NA,Surface,Industrial,Pur,COKE,NA,OAK CREEK LAKE/RESERVOIR,UNKNOWN,211112,No,No,1968620,Maybe
2012,889525,U S DEPT OF INTERIOR-PANTHER JUNCTION SYSTEM,29.3027077,-103.1780396,Groundwater,Municipal,SS,BREWSTER,OTHER AQUIFER,NA,NA,NA,No,No,1968110,No
1995,618160,OAKMONT VILLAGE SADDLE MOUNTAIN WSC,NA,NA,Groundwater,Municipal,SS,REAL,OTHER AQUIFER,NA,NA,NA,NA,NA,1964735,No
1995,547000,CITY OF MCCAMEY,NA,NA,Groundwater,Municipal,SS,PECOS,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,1963700,No
1981,141025,CEDAR HILLS SUBDIVISION,NA,NA,Surface,Municipal,Pur,CROSBY,NA,WHITE RIVER LAKE/RESERVOIR,WHITE RIVER MWD,NA,NA,NA,1963500,No
2002,295300,FORT DAVIS NATIONAL,NA,NA,Groundwater,Municipal,SS,JEFF DAVIS,IGNEOUS AQUIFER,NA,NA,NA,NA,NA,1962650,No
2005,539860,MARTIN RESOURCES INC-ODESSA PLANT,NA,NA,Groundwater,Industrial,Pur,ECTOR,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,CAPITAN ENTERPRISES INC,211130,No,No,1962324,Yes
2006,539860,MARTIN RESOURCES INC-ODESSA PLANT,NA,NA,Groundwater,Industrial,Pur,ECTOR,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,CAPITAN ENTERPRISES INC,211130,No,Yes,1962324,Yes
1987,668210,CONOCO PHILLIPS PIPELINE COMPANY-BENEDUM PUMP STATION PPL,NA,NA,Groundwater,Industrial,SS,UPTON,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,486210,No,No,1958000,No
1996,24780,OCCIDENTAL PERMIAN LTD-LEVELLAND BOOSTER STATION,NA,NA,Groundwater,Industrial,SS,HOCKLEY,OGALLALA AQUIFER,NA,NA,211130,No,No,1956000,Yes
2009,146150,CHAMPION TECHNOLOGIES INC-ODESSA PLANT,NA,NA,Groundwater,Industrial,SS,ECTOR,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,311942,No,No,1956000,No
2010,341300,GRASSLAND WSC,33.1325493,-101.5976334,Groundwater,Municipal,SS,LYNN,OGALLALA AQUIFER,NA,NA,NA,No,No,1955991,No
1988,618160,OAKMONT VILLAGE SADDLE MOUNTAIN WSC,NA,NA,Groundwater,Municipal,SS,REAL,OTHER AQUIFER,NA,NA,NA,NA,NA,1955920,No
1997,37400,CITY OF ASPERMONT,NA,NA,Surface,Municipal,Ss,STONEWALL,NA,BRAZOS RUN OF RIVER,NA,NA,NA,NA,1955112,No
1998,37400,CITY OF ASPERMONT,NA,NA,Surface,Municipal,Ss,STONEWALL,NA,BRAZOS RUN OF RIVER,NA,NA,NA,NA,1955112,No
2001,37400,CITY OF ASPERMONT,NA,NA,Surface,Municipal,Ss,STONEWALL,NA,BRAZOS RUN OF RIVER,NA,NA,NA,NA,1955112,No
2002,37400,CITY OF ASPERMONT,NA,NA,Surface,Municipal,Ss,STONEWALL,NA,BRAZOS RUN OF RIVER,NA,NA,NA,NA,1955112,No
2003,37400,CITY OF ASPERMONT,NA,NA,Surface,Municipal,Ss,STONEWALL,NA,BRAZOS RUN OF RIVER,NA,NA,NA,NA,1955112,No
1991,565840,MIDLAND REPORTER TELEGRAM,NA,NA,Groundwater,Industrial,Pur,MIDLAND,OGALLALA AQUIFER,NA,CITY OF MIDLAND-UTILITIES DEPARTMENT,511110,No,No,1955000,No
2008,889520,U S DEPT OF INTERIOR-RIO GRANDE VILLAGE SYSTEMS,NA,NA,Groundwater,Municipal,SS,BREWSTER,OTHER AQUIFER,NA,NA,NA,NA,NA,1954140,No
2009,889520,U S DEPT OF INTERIOR-RIO GRANDE VILLAGE SYSTEMS,NA,NA,Groundwater,Municipal,SS,BREWSTER,OTHER AQUIFER,NA,NA,NA,NA,NA,1954140,No
1996,267921,TARGA TEXAS FIELD SERVICE LP,NA,NA,Groundwater,Industrial,Pur,IRION,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,UNKNOWN,211130,No,No,1953500,Yes
2001,684700,COUNTY SERVICES INC,NA,NA,Groundwater,Industrial,SS,HALE,OGALLALA AQUIFER,NA,NA,311613,No,No,1951235,No
1998,141025,CEDAR HILLS SUBDIVISION,NA,NA,Surface,Municipal,Pur,CROSBY,NA,WHITE RIVER LAKE/RESERVOIR,WHITE RIVER MWD,NA,NA,NA,1951000,No
1992,181099,CONSOLIDATED   LUMMUS,NA,NA,Groundwater,Industrial,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,332410,No,No,1950000,No
1993,181099,CONSOLIDATED   LUMMUS,NA,NA,Groundwater,Industrial,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,332410,No,No,1950000,No
1993,399405,HUBER GARDENS ESTATES,NA,NA,Groundwater,Municipal,SS,ECTOR,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,1950000,No
2015,186600,ALON USA,NA,NA,Reuse,Industrial,Ss,HOWARD,NA,UNKNOWN,NA,324110,NA,No,1949760,No
1982,618160,OAKMONT VILLAGE SADDLE MOUNTAIN WSC,NA,NA,Groundwater,Municipal,SS,REAL,OTHER AQUIFER,NA,NA,NA,NA,NA,1949318,No
1996,150630,CONCHO RURAL WATER CORPPORATION,NA,NA,Groundwater,Municipal,SS,TOM GREEN,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,1949000,No
1994,626055,114TH STREET MHP,NA,NA,Groundwater,Municipal,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,NA,NA,NA,1948000,No
1990,893504,VALERO TRANSMISSION COMPANY-GOMEZ PLANT PECOS COUNTY,NA,NA,Groundwater,Industrial,SS,PECOS,OTHER AQUIFER,NA,NA,211111,No,No,1947300,Yes
2013,98305,CITY OF BRONTE,NA,NA,Groundwater,Municipal,Pur,COKE,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,GOODMAN 4,NA,NA,NA,1947000,No
1980,871460,TRANSWESTERN PIPELINE COMPANY-WALTON PLANT DISTRICT OFFICE,NA,NA,Groundwater,Industrial,Pur,WINKLER,DOCKUM AQUIFER,NA,CITY OF KERMIT,486210,No,No,1943000,No
1989,419328,INDUSTRIAL MOLDING CORPORATION,NA,NA,Groundwater,Industrial,Pur,LUBBOCK,OGALLALA AQUIFER,NA,CITY OF LUBBOCK-WATER TREATMENT PLANT,326121,No,No,1943000,No
1998,398970,HTC INDUSTRIES INC,NA,NA,Reuse,Industrial,Ss,TOM GREEN,NA,UNKNOWN,NA,311613,NA,No,1943000,No
2012,535950,MAPLE WSC,33.8333321,-102.9162674,Groundwater,Municipal,SS,BAILEY,EDWARDS-TRINITY-HIGH PLAINS AQUIFER,NA,NA,NA,No,No,1940200,No
2013,683840,PYCO INDUSTRIES INC-AVE A FACILITY,NA,NA,Groundwater,Industrial,Pur,LUBBOCK,OGALLALA AQUIFER,NA,CITY OF LUBBOCK-WATER TREATMENT PLANT,311224,No,No,1940000,No
2008,391300,HIRSCHFELD STEEL COMPANY,NA,NA,Surface,Industrial,Pur,TOM GREEN,NA,TWIN BUTTES LAKE/RESERVOIR,CITY OF SAN ANGELO,332114,No,No,1939000,No
1996,618160,OAKMONT VILLAGE SADDLE MOUNTAIN WSC,NA,NA,Groundwater,Municipal,SS,REAL,OTHER AQUIFER,NA,NA,NA,NA,NA,1934166,No
2017,98305,CITY OF BRONTE,NA,NA,Groundwater,Municipal,Pur,COKE,OTHER AQUIFER,NA,AUBREY FAUBION,NA,NA,NA,1934000,No
1996,201075,CYPRESS BEND,NA,NA,Groundwater,Municipal,SS,UVALDE,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,1933560,No
2001,141025,CEDAR HILLS SUBDIVISION,NA,NA,Surface,Municipal,Pur,CROSBY,NA,WHITE RIVER LAKE/RESERVOIR,WHITE RIVER MWD,NA,NA,NA,1930000,No
2010,98305,CITY OF BRONTE,32.0661964,-100.2964249,Groundwater,Municipal,SS,COKE,OTHER AQUIFER,NA,NA,NA,No,No,1930000,No
1998,421300,HOOVER ENERGY TEXAS LLC-GOMEZ PLANT,NA,NA,Groundwater,Industrial,SS,PECOS,PECOS AQUIFER,NA,NA,211130,No,No,1926315,Yes
1991,518200,INGRAM CONCRETE,NA,NA,Groundwater,Industrial,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,327320,No,No,1925800,No
2005,146150,CHAMPION TECHNOLOGIES INC-ODESSA PLANT,NA,NA,Groundwater,Industrial,SS,ECTOR,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,311942,No,No,1925000,No
1992,817555,SOUTHWEST TEXTILES INC,NA,NA,Groundwater,Industrial,Pur,HALE,OGALLALA AQUIFER,NA,CITY OF ABERNATHY,313111,No,No,1924000,No
1987,179320,CONCHO RURAL WATER CORPORATION-WATER VALLEY SYSTEM,NA,NA,Groundwater,Municipal,SS,TOM GREEN,LIPAN AQUIFER,NA,NA,NA,NA,NA,1922200,No
1992,871440,WESTERN GAS RESOURCES INC-GOMEZ TURBINE YARD,NA,NA,Groundwater,Industrial,SS,WINKLER,PECOS AQUIFER,NA,NA,486210,No,No,1920100,No
1987,514020,LORENZO TEXTILE MILLS,NA,NA,Groundwater,Industrial,Pur,CROSBY,OGALLALA AQUIFER,NA,CITY OF LORENZO,313111,No,No,1920000,No
2001,391300,HIRSCHFELD STEEL COMPANY,NA,NA,Surface,Industrial,Pur,TOM GREEN,NA,TWIN BUTTES LAKE/RESERVOIR,CITY OF SAN ANGELO,332114,No,No,1920000,No
1992,264630,OXY PERMIAN LTD,NA,NA,Groundwater,Industrial,SS,TERRELL,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,486210,No,No,1916600,No
1993,264630,OXY PERMIAN LTD,NA,NA,Groundwater,Industrial,SS,TERRELL,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,486210,No,No,1916600,No
1994,264630,OXY PERMIAN LTD,NA,NA,Groundwater,Industrial,SS,TERRELL,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,486210,No,No,1916250,No
1995,264630,OXY PERMIAN LTD,NA,NA,Groundwater,Industrial,SS,TERRELL,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,486210,No,No,1916250,No
1996,264630,OXY PERMIAN LTD,NA,NA,Groundwater,Industrial,SS,TERRELL,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,486210,No,No,1916250,No
1988,133360,CAPROCK WSC,NA,NA,Surface,Municipal,Pur,CROSBY,NA,WHITE RIVER LAKE/RESERVOIR,CITY OF POST,NA,NA,NA,1915300,No
2005,565840,MIDLAND REPORTER TELEGRAM,NA,NA,Groundwater,Industrial,Pur,MIDLAND,OGALLALA AQUIFER,NA,CITY OF MIDLAND-UTILITIES DEPARTMENT,511110,No,No,1915000,No
1986,573650,REGENCY ENERGY PARTNERS-WAHA PLANT,NA,NA,Groundwater,Industrial,SS,PECOS,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,211112,No,No,1915000,Maybe
1987,573650,REGENCY ENERGY PARTNERS-WAHA PLANT,NA,NA,Groundwater,Industrial,SS,PECOS,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,211112,No,No,1915000,Maybe
1990,518200,INGRAM CONCRETE,NA,NA,Groundwater,Industrial,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,327320,No,No,1913900,No
1996,55300,BARRY OF SAN ANGELO,NA,NA,Surface,Industrial,Pur,TOM GREEN,NA,TWIN BUTTES LAKE/RESERVOIR,CITY OF SAN ANGELO,316210,No,No,1912000,No
1985,148150,KINDER MORGAN-WINK WEST STATION,NA,NA,Groundwater,Industrial,SS,WINKLER,DOCKUM AQUIFER,NA,NA,486110,No,No,1912000,No
2012,683840,PYCO INDUSTRIES INC-AVE A FACILITY,NA,NA,Groundwater,Industrial,Pur,LUBBOCK,OGALLALA AQUIFER,NA,CITY OF LUBBOCK-WATER TREATMENT PLANT,311224,No,No,1910000,No
1980,819950,CITY OF SPOFFORD,NA,NA,Groundwater,Municipal,SS,KINNEY,OTHER AQUIFER,NA,NA,NA,NA,NA,1907900,No
1989,881045,TWIN BUTTES WATER SYSTEM INC,NA,NA,Groundwater,Municipal,SS,TOM GREEN,LIPAN AQUIFER,NA,NA,NA,NA,NA,1907700,No
1984,573650,REGENCY ENERGY PARTNERS-WAHA PLANT,NA,NA,Groundwater,Industrial,SS,PECOS,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,211112,No,No,1907277,Maybe
2014,1102026,INGRAM CONCRETE LLC-SWEETWATER PLANT,NA,NA,Surface,Industrial,Pur,NOLAN,NA,BRAZOS-COLORADO RUN OF RIVER,CITY OF SWEETWATER,327320,No,No,1907000,No
1991,626055,114TH STREET MHP,NA,NA,Groundwater,Municipal,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,NA,NA,NA,1906000,No
1986,835600,SWENSON WSC,NA,NA,Groundwater,Municipal,SS,STONEWALL,SEYMOUR AQUIFER,NA,NA,NA,NA,NA,1905426,No
2001,804158,SNYDER CONCRETE COMPANY,NA,NA,Surface,Industrial,Pur,SCURRY,NA,J B THOMAS LAKE/RESERVOIR,CITY OF SNYDER,327320,No,No,1904300,No
1985,573650,REGENCY ENERGY PARTNERS-WAHA PLANT,NA,NA,Groundwater,Industrial,SS,PECOS,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,211112,No,No,1901704,Maybe
1981,611525,NOTREES WATER SYSTEM,NA,NA,Groundwater,Municipal,Pur,ECTOR,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,CAPITAN ENTERPRISES INC,NA,NA,NA,1900546,No
2018,1104719,CROWN MOUNTAIN WSC,NA,NA,Groundwater,Municipal,SS,REAL,TRINITY AQUIFER,NA,NA,NA,NA,NA,1900400,No
1991,514650,CITY OF LOS YBANEZ,NA,NA,Groundwater,Municipal,SS,DAWSON,OGALLALA AQUIFER,NA,NA,NA,NA,NA,1900300,No
1989,539855,MARTIN MHP,NA,NA,Groundwater,Municipal,SS,HALE,OGALLALA AQUIFER,NA,NA,NA,NA,NA,1900000,No
1986,264100,BURLINGTON RESOURCES INC,NA,NA,Groundwater,Industrial,SS,SUTTON,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,486210,No,No,1899940,No
1994,547000,CITY OF MCCAMEY,NA,NA,Groundwater,Municipal,SS,PECOS,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,1898300,No
1988,806990,SOUTHERN MEADOWS WATER SYSTEM,NA,NA,Groundwater,Municipal,SS,MIDLAND,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,1896900,No
1994,150630,CONCHO RURAL WATER CORPPORATION,NA,NA,Groundwater,Municipal,SS,TOM GREEN,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,1893000,No
2010,98305,CITY OF BRONTE,32.0731316,-100.3033218,Groundwater,Municipal,SS,COKE,OTHER AQUIFER,NA,NA,NA,No,No,1892000,No
